Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),AI Score (0-100)_reflect_log,AI_High_Performer,text_all,feat_skill_python,feat_skill_sql,feat_skill_excel,feat_skill_tableau,feat_skill_power_bi,feat_skill_project_management,feat_skill_machine_learning,feat_skill_deep_learning,feat_skill_nlp,feat_skill_pandas,feat_skill_numpy,feat_skill_spark,feat_skill_aws,feat_skill_azure,feat_skill_gcp,feat_skill_docker,feat_skill_kubernetes,feat_skill_snowflake,feat_num_skills_matched,feat_degree_bachelor,feat_degree_master,feat_degree_mba,feat_degree_phd,feat_top_degree_level,feat_high_title,feat_job_tech,feat_job_sales,feat_job_marketing,feat_job_finance,feat_job_operations,feat_job_hr,feat_job_product,feat_job_design,feat_cert_aws,feat_cert_pmp,feat_cert_scrum,feat_cert_csm,feat_cert_six_sigma,feat_cert_cfa,feat_cert_cpa,feat_cert_azure,feat_cert_gcp,feat_num_promotions,feat_years_experience_extracted,feat_has_metrics,feat_num_numbers,feat_text_len_chars,feat_text_len_words,feat_num_bullets
780,Martin Norris,"Java, React, C++",10,M.Tech,,Software Engineer,Hire,74425,5,100,0.0,1,martin norris java react c m tech nan software engineer hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,60,11,0
781,Paul Torres,"Python, NLP, Pytorch, TensorFlow",6,PhD,Deep Learning Specialization,AI Researcher,Hire,65650,3,100,0.0,1,paul torres python nlp pytorch tensorflow phd deep learning specialization ai researcher hire,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,93,13,0
782,Dennis Hunt,"Python, SQL",0,B.Tech,Google ML,Data Scientist,Hire,76195,10,70,3.4339872044851463,1,dennis hunt python sql b tech google ml data scientist hire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0
783,Miss Katherine Olson DDS,"SQL, C++",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,61986,5,100,0.0,1,miss katherine olson dds sql c m tech deep learning specialization software engineer hire,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,89,14,0
784,Tabitha Mcgee,"Ethical Hacking, Cybersecurity",5,PhD,Google ML,Cybersecurity Analyst,Hire,92506,5,95,1.791759469228055,1,tabitha mcgee ethical hacking cybersecurity phd google ml cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,84,11,0
785,Sharon Murray,"Linux, Ethical Hacking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,111508,7,100,0.0,1,sharon murray linux ethical hacking b tech aws certified cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,83,12,0
786,Jonathan Edwards,"Python, Pytorch, TensorFlow, NLP",9,M.Tech,,AI Researcher,Hire,67670,9,100,0.0,1,jonathan edwards python pytorch tensorflow nlp m tech nan ai researcher hire,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,76,12,0
787,Amy Campbell,"Python, Deep Learning",9,B.Tech,AWS Certified,Data Scientist,Hire,108567,1,100,0.0,1,amy campbell python deep learning b tech aws certified data scientist hire,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,74,12,0
788,Jacob Duncan,"Networking, Linux, Ethical Hacking, Cybersecurity",7,PhD,,Cybersecurity Analyst,Hire,92893,7,100,0.0,1,jacob duncan networking linux ethical hacking cybersecurity phd nan cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,94,12,0
789,Christina Sanchez,"TensorFlow, NLP",3,B.Tech,Google ML,AI Researcher,Hire,74914,10,100,0.0,1,christina sanchez tensorflow nlp b tech google ml ai researcher hire,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,68,11,0
790,Yvonne Maynard,"Linux, Cybersecurity",9,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,78574,7,100,0.0,1,yvonne maynard linux cybersecurity b sc deep learning specialization cybersecurity analyst hire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,95,12,0
791,Kimberly Clark,"Java, C++, SQL",10,MBA,,Software Engineer,Hire,53207,1,100,0.0,1,kimberly clark java c sql mba nan software engineer hire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,56,10,0
792,Kendra Delacruz,"Deep Learning, Machine Learning, SQL, Python",1,PhD,,Data Scientist,Hire,108185,8,70,3.4339872044851463,1,kendra delacruz deep learning machine learning sql python phd nan data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,13,0
793,Tom Bennett,"SQL, Deep Learning, Python, Machine Learning",6,MBA,Google ML,Data Scientist,Hire,107075,8,100,0.0,1,tom bennett sql deep learning python machine learning mba google ml data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,87,14,0
794,Jennifer Hess,"SQL, Deep Learning, Python, Machine Learning",7,M.Tech,,Data Scientist,Hire,71964,7,100,0.0,1,jennifer hess sql deep learning python machine learning m tech nan data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,86,14,0
795,Jason Mayer,"TensorFlow, Python, NLP, Pytorch",10,B.Sc,Deep Learning Specialization,AI Researcher,Hire,82119,2,100,0.0,1,jason mayer tensorflow python nlp pytorch b sc deep learning specialization ai researcher hire,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,94,14,0
796,Stephen Mills,"React, Java, C++, SQL",3,PhD,Google ML,Software Engineer,Hire,63537,2,70,3.4339872044851463,1,stephen mills react java c sql phd google ml software engineer hire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,67,12,0
797,Deborah Lynch,"Networking, Cybersecurity, Ethical Hacking",7,PhD,,Cybersecurity Analyst,Hire,54150,0,85,2.772588722239781,1,deborah lynch networking cybersecurity ethical hacking phd nan cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,89,11,0
798,Matthew Sandoval,"Ethical Hacking, Networking, Cybersecurity",1,M.Tech,,Cybersecurity Analyst,Hire,47674,9,70,3.4339872044851463,1,matthew sandoval ethical hacking networking cybersecurity m tech nan cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,12,0
799,Elizabeth Smith,"SQL, Java, C++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,113251,8,100,0.0,1,elizabeth smith sql java c b tech deep learning specialization software engineer hire,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,85,13,0
800,James Allen,"Machine Learning, SQL, Python, Deep Learning",7,B.Tech,Google ML,Data Scientist,Hire,71459,0,100,0.0,1,james allen machine learning sql python deep learning b tech google ml data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,90,15,0
801,Scott Kaiser,"TensorFlow, NLP, Pytorch, Python",8,M.Tech,Google ML,AI Researcher,Hire,53090,6,100,0.0,1,scott kaiser tensorflow nlp pytorch python m tech google ml ai researcher hire,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,78,13,0
802,James Baker,"Networking, Ethical Hacking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,107340,7,100,0.0,1,james baker networking ethical hacking b sc deep learning specialization cybersecurity analyst hire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,99,13,0
803,Maria Bell,"Deep Learning, Python, SQL, Machine Learning",8,MBA,,Data Scientist,Hire,115812,5,100,0.0,1,maria bell deep learning python sql machine learning mba nan data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,80,13,0
804,Jason West,"SQL, C++",1,B.Tech,AWS Certified,Software Engineer,Hire,45422,10,80,3.044522437723423,1,jason west sql c b tech aws certified software engineer hire,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60,11,0
805,Dylan Bailey,"SQL, C++, Java, React",4,MBA,,Software Engineer,Hire,119370,3,75,3.258096538021482,1,dylan bailey sql c java react mba nan software engineer hire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,60,11,0
806,Brian Welch,"TensorFlow, Python, NLP, Pytorch",9,M.Tech,Google ML,AI Researcher,Hire,68212,9,100,0.0,1,brian welch tensorflow python nlp pytorch m tech google ml ai researcher hire,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,77,13,0
807,Lori Oliver,"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,,Data Scientist,Hire,41965,2,100,0.0,1,lori oliver python deep learning machine learning sql b tech nan data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,84,14,0
808,Nathan Miller,"Python, Machine Learning, Deep Learning",9,M.Tech,AWS Certified,Data Scientist,Hire,64058,1,100,0.0,1,nathan miller python machine learning deep learning m tech aws certified data scientist hire,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,92,14,0
809,Mary Hodge,"SQL, Machine Learning, Python, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,77388,4,100,0.0,1,mary hodge sql machine learning python deep learning b tech deep learning specialization data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,108,16,0
810,Shannon Perkins,"Linux, Ethical Hacking",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,96662,9,100,0.0,1,shannon perkins linux ethical hacking mba aws certified cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,82,11,0
811,Lisa Martin,"Deep Learning, SQL, Machine Learning, Python",3,B.Sc,AWS Certified,Data Scientist,Hire,89915,9,100,0.0,1,lisa martin deep learning sql machine learning python b sc aws certified data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,92,15,0
812,Brittany Knight,"Deep Learning, Python, SQL",2,B.Sc,Deep Learning Specialization,Data Scientist,Reject,99578,0,45,4.02535169073515,0,brittany knight deep learning python sql b sc deep learning specialization data scientist reject,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,96,14,0
813,James Williams,"SQL, Python, Machine Learning, Deep Learning",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,112595,7,100,0.0,1,james williams sql python machine learning deep learning m tech deep learning specialization data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,112,16,0
814,Cody Nolan,"TensorFlow, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,53035,10,100,0.0,1,cody nolan tensorflow pytorch m tech deep learning specialization ai researcher hire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,84,12,0
815,Jose Kane,"Ethical Hacking, Networking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75413,4,90,2.3978952727983707,1,jose kane ethical hacking networking m tech deep learning specialization cybersecurity analyst hire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,99,13,0
816,Anthony Contreras,"Linux, Cybersecurity, Ethical Hacking",8,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,114489,9,100,0.0,1,anthony contreras linux cybersecurity ethical hacking mba deep learning specialization cybersecurity analyst hire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,113,13,0
817,Andrea Stone,"Java, React, SQL",4,PhD,Deep Learning Specialization,Software Engineer,Hire,49673,7,100,0.0,1,andrea stone java react sql phd deep learning specialization software engineer hire,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,83,12,0
818,Cindy Armstrong,"TensorFlow, NLP, Pytorch, Python",1,PhD,AWS Certified,AI Researcher,Reject,83138,3,55,3.828641396489095,1,cindy armstrong tensorflow nlp pytorch python phd aws certified ai researcher reject,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,84,12,0
819,Misty Bailey,"SQL, Machine Learning, Python, Deep Learning",4,B.Sc,Deep Learning Specialization,Data Scientist,Hire,73783,3,85,2.772588722239781,1,misty bailey sql machine learning python deep learning b sc deep learning specialization data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,108,16,0
820,Adam Tapia,"Networking, Linux, Ethical Hacking",4,PhD,,Cybersecurity Analyst,Hire,107425,2,65,3.58351893845611,1,adam tapia networking linux ethical hacking phd nan cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,78,11,0
821,Erin Kemp,"Cybersecurity, Ethical Hacking, Linux, Networking",1,B.Sc,Google ML,Cybersecurity Analyst,Reject,51229,2,50,3.9318256327243257,0,erin kemp cybersecurity ethical hacking linux networking b sc google ml cybersecurity analyst reject,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,14,0
822,Ronald Tucker,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,,Cybersecurity Analyst,Reject,93079,2,30,4.262679877041316,0,ronald tucker ethical hacking networking linux cybersecurity b tech nan cybersecurity analyst reject,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,0
823,Patrick Hayes,"SQL, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,54846,8,100,0.0,1,patrick hayes sql machine learning b sc google ml data scientist hire,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,69,12,0
824,Colleen Bates,"Java, C++, React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,77427,10,100,0.0,1,colleen bates java c react sql phd deep learning specialization software engineer hire,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,86,13,0
825,Christopher Fisher,"Java, C++, React, SQL",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,58157,4,100,0.0,1,christopher fisher java c react sql b tech deep learning specialization software engineer hire,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,94,14,0
826,Kelly Mejia,"Linux, Cybersecurity, Ethical Hacking",4,MBA,AWS Certified,Cybersecurity Analyst,Hire,67535,1,70,3.4339872044851463,1,kelly mejia linux cybersecurity ethical hacking mba aws certified cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,92,12,0
827,Kyle Anderson,"TensorFlow, Python",9,PhD,AWS Certified,AI Researcher,Hire,65183,1,100,0.0,1,kyle anderson tensorflow python phd aws certified ai researcher hire,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,68,10,0
828,Tiffany Cox,"React, SQL",8,M.Tech,AWS Certified,Software Engineer,Hire,46717,6,100,0.0,1,tiffany cox react sql m tech aws certified software engineer hire,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,65,11,0
829,Stephen Miller,"TensorFlow, NLP, Python",10,M.Tech,Google ML,AI Researcher,Hire,65446,9,100,0.0,1,stephen miller tensorflow nlp python m tech google ml ai researcher hire,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,72,12,0
830,Deborah Hughes,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,,Cybersecurity Analyst,Hire,53096,7,85,2.772588722239781,1,deborah hughes cybersecurity ethical hacking networking linux mba nan cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,96,12,0
831,Courtney Ware,"Pytorch, NLP, Python, TensorFlow",1,MBA,,AI Researcher,Hire,84774,9,75,3.258096538021482,1,courtney ware pytorch nlp python tensorflow mba nan ai researcher hire,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,11,0
832,Christina Sosa,"React, C++, Java, SQL",6,B.Tech,Google ML,Software Engineer,Hire,74854,6,100,0.0,1,christina sosa react c java sql b tech google ml software engineer hire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,71,13,0
833,Antonio Hill,"Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,Hire,54228,1,65,3.58351893845611,1,antonio hill pytorch python m tech aws certified ai researcher hire,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,67,11,0
834,Omar Hill,"Python, SQL, Machine Learning",3,MBA,Deep Learning Specialization,Data Scientist,Hire,59564,2,65,3.58351893845611,1,omar hill python sql machine learning mba deep learning specialization data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,90,13,0
835,Mike Hayes,"Ethical Hacking, Cybersecurity, Networking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,104149,9,100,0.0,1,mike hayes ethical hacking cybersecurity networking linux b tech aws certified cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,105,14,0
836,Larry Moreno,"Java, SQL, C++",8,PhD,,Software Engineer,Hire,59474,3,100,0.0,1,larry moreno java sql c phd nan software engineer hire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,54,10,0
837,Kelly Jones,"Deep Learning, Python",9,B.Tech,Google ML,Data Scientist,Hire,91723,8,100,0.0,1,kelly jones deep learning python b tech google ml data scientist hire,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,69,12,0
838,Cheryl Green,"React, C++",7,PhD,,Software Engineer,Hire,107965,10,100,0.0,1,cheryl green react c phd nan software engineer hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,51,9,0
839,Yolanda Vasquez,"Ethical Hacking, Networking, Cybersecurity, Linux",8,B.Sc,,Cybersecurity Analyst,Hire,99384,1,100,0.0,1,yolanda vasquez ethical hacking networking cybersecurity linux b sc nan cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,98,13,0
840,Rebecca Walker,"Machine Learning, Python, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,84205,4,65,3.58351893845611,1,rebecca walker machine learning python sql mba deep learning specialization data scientist hire,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,95,13,0
841,Gerald Greene,"Cybersecurity, Networking, Linux, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,114697,9,100,0.0,1,gerald greene cybersecurity networking linux ethical hacking m tech deep learning specialization cybersecurity analyst hire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,123,15,0
842,Matthew Mckinney,"Python, Pytorch",5,MBA,AWS Certified,AI Researcher,Hire,101270,7,100,0.0,1,matthew mckinney python pytorch mba aws certified ai researcher hire,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,68,10,0
843,Jasmine Duffy,"Python, SQL, Deep Learning",3,MBA,AWS Certified,Data Scientist,Hire,55341,10,100,0.0,1,jasmine duffy python sql deep learning mba aws certified data scientist hire,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,76,12,0
844,Daniel Carter,"Ethical Hacking, Linux",2,MBA,,Cybersecurity Analyst,Hire,116969,7,65,3.58351893845611,1,daniel carter ethical hacking linux mba nan cybersecurity analyst hire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,70,10,0
845,Gregory Murray,"Deep Learning, Machine Learning, SQL",10,B.Tech,,Data Scientist,Hire,70494,7,100,0.0,1,gregory murray deep learning machine learning sql b tech nan data scientist hire,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,80,13,0
846,Megan Stephenson,"React, SQL, C++, Java",8,B.Sc,,Software Engineer,Hire,93647,10,100,0.0,1,megan stephenson react sql c java b sc nan software engineer hire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,65,12,0
847,Curtis Wood,"Deep Learning, Machine Learning",4,B.Tech,Google ML,Data Scientist,Hire,88986,2,70,3.4339872044851463,1,curtis wood deep learning machine learning b tech google ml data scientist hire,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,79,13,0
